2.30 2.40    6.836652    0.041667    0.424162   -0.112466    0.083333   -0.126500    0.148335    0.125000    0.069775   -0.280524    0.166667    0.032371    0.143115    0.208333   -0.149796   -0.181480    0.250000    0.225844   -0.032498
2.31 2.41    6.838162    0.041667    0.415018   -0.087560    0.083333   -0.138249    0.128364    0.125000    0.087843   -0.273651    0.166667    0.024621    0.144710    0.208333   -0.127650   -0.170902    0.250000    0.202754   -0.021504
2.32 2.42    6.846889    0.041667    0.406420   -0.057332    0.083333   -0.149906    0.102223    0.125000    0.100862   -0.265641    0.166667    0.018502    0.140211    0.208333   -0.104676   -0.158657    0.250000    0.174251   -0.010260
2.33 2.43    6.860164    0.041667    0.394676   -0.023260    0.083333   -0.161838    0.074991    0.125000    0.113592   -0.255591    0.166667    0.012878    0.135090    0.208333   -0.078787   -0.145585    0.250000    0.139109    0.001721
2.34 2.44    6.864220    0.041667    0.383863   -0.003193    0.083333   -0.161235    0.051516    0.125000    0.122489   -0.234100    0.166667   -0.000284    0.127279    0.208333   -0.052407   -0.146898    0.250000    0.114892    0.016803
2.35 2.45    6.857333    0.041667    0.377654    0.008323    0.083333   -0.162001    0.034433    0.125000    0.128713   -0.214726    0.166667   -0.010102    0.123256    0.208333   -0.032374   -0.149520    0.250000    0.099011    0.030077
2.36 2.46    6.848277    0.041667    0.369490    0.022279    0.083333   -0.158354    0.020042    0.125000    0.136639   -0.195563    0.166667   -0.017298    0.115121    0.208333   -0.014075   -0.152051    0.250000    0.084105    0.040177
2.37 2.47    6.840710    0.041667    0.361017    0.033450    0.083333   -0.156748    0.008677    0.125000    0.142412   -0.175617    0.166667   -0.026880    0.108250    0.208333    0.002712   -0.149963    0.250000    0.070544    0.049858
2.38 2.48    6.828559    0.041667    0.353247    0.042965    0.083333   -0.155101   -0.002036    0.125000    0.148834   -0.157419    0.166667   -0.032829    0.103102    0.208333    0.017177   -0.146429    0.250000    0.059842    0.057428
2.39 2.49    6.817099    0.041667    0.346225    0.050275    0.083333   -0.155045   -0.009874    0.125000    0.154095   -0.141870    0.166667   -0.038975    0.099783    0.208333    0.030290   -0.144309    0.250000    0.053165    0.065000
2.40 2.50    6.802395    0.041667    0.342730    0.057930    0.083333   -0.156675   -0.015886    0.125000    0.159027   -0.130484    0.166667   -0.043995    0.100252    0.208333    0.037290   -0.141620    0.250000    0.047040    0.067609
2.41 2.51    6.775199    0.041667    0.343981    0.064957    0.083333   -0.160025   -0.018408    0.125000    0.159662   -0.124755    0.166667   -0.041850    0.104008    0.208333    0.040506   -0.141626    0.250000    0.048521    0.070224
2.42 2.52    6.740613    0.041667    0.345539    0.071691    0.083333   -0.163268   -0.012783    0.125000    0.161070   -0.124022    0.166667   -0.037094    0.112044    0.208333    0.038738   -0.138328    0.250000    0.052657    0.069617
2.43 2.53    6.703928    0.041667    0.349260    0.074655    0.083333   -0.167931   -0.005264    0.125000    0.161525   -0.126308    0.166667   -0.031127    0.119439    0.208333    0.033392   -0.134708    0.250000    0.061715    0.066139
2.44 2.54    6.673592    0.041667    0.348844    0.078864    0.083333   -0.169878   -0.001603    0.125000    0.161122   -0.127256    0.166667   -0.024158    0.123230    0.208333    0.029747   -0.131758    0.250000    0.065893    0.064882
2.45 2.55    6.655397    0.041667    0.343331    0.082554    0.083333   -0.168558   -0.003280    0.125000    0.161755   -0.121708    0.166667   -0.026983    0.121910    0.208333    0.028347   -0.127486    0.250000    0.063902    0.063916
2.46 2.56    6.633914    0.041667    0.340200    0.082228    0.083333   -0.171253   -0.005093    0.125000    0.161361   -0.115889    0.166667   -0.028174    0.124034    0.208333    0.029107   -0.122037    0.250000    0.063481    0.065945
